Id,target
533,269.8464928209936
534,-798.1089346498458
535,346.93917177294054
538,1235.5313054058133
540,-20.936939394669487
541,857.8969882266371
543,59.114159550364334
544,41.259279928710825
546,69.31954108889882
547,-526.8638865630259
549,78.9138209288217
550,114.06366008113946
551,596.011243411881
553,-787.8687353610417
554,-266.9830205186409
555,549.7367191864972
557,44.87215326141825
558,1081.9353708614938
561,-89.26187996545765
564,260.2897805098376
565,-219.9736042290571
566,179.22143704456585
567,588.3369624255585
568,493.85522648664767
570,0.21060388927845608
572,-1189.0857676700925
573,506.61884696093705
576,172.53921825011818
577,459.0546327517934
578,384.5654452484566
581,330.39109468477915
582,244.1644805791977
584,118.77259496304418
586,-344.52250055704354
589,621.072860924585
594,-368.1372165846837
596,408.163872809453
597,720.2189233329125
598,-368.1223430305064
599,-152.404826730581
601,548.2012968742048
602,-108.47251605026719
604,-566.8554763253179
605,-417.7124688224443
610,897.324203501909
611,1272.4685100076035
612,152.40952490586662
613,-575.9339843595341
615,511.33264143589565
617,1104.3398685305776
618,-22.107704418221108
620,-742.3119467051125
621,865.4955632264792
622,345.0439218078177
624,374.8562300392754
625,264.19862620683483
626,-22.562817079826875
627,1063.4948413649543
631,-479.7880133454708
633,-293.8462986730541
637,-863.051997058904
639,59.44698062667709
640,-194.87820822119065
642,398.01735040107
643,888.4067453086998
644,473.6550519798867
647,160.19041956582893
648,1392.3524654044757
650,-260.58608089375974
652,228.15597763789242
653,433.483169801769
654,-535.929602703147
655,-253.49298714861143
657,255.69273463626052
658,785.1959298755672
660,51.387758238437314
662,-726.2009476952002
665,351.8238461467722
668,437.5560965568059
669,-406.31416997263136
670,252.30051956782347
676,476.09622870421686
677,726.1066561838348
678,-431.63177415451497
679,-494.51148713293696
680,226.08262660052995
681,-275.6839797663912
682,343.56433820830483
683,411.63378382434587
685,954.600860975638
690,858.4098152005176
691,981.1779762697814
693,237.65669196907118
695,-793.415798707529
697,1323.8327915070954
700,393.95346046975925
705,250.84364097206014
708,142.79032482899268
711,28.37903464312748
712,-211.50201549222217
718,-137.28577724201355
720,152.29720219060783
721,83.48090991756428
724,-902.3332589703219
725,-361.9718827371794
727,493.26549309024233
729,-656.0351472912295
731,994.3577326691528
733,11.45289491987307
734,539.3219196981141
736,3.8123301980386692
739,-53.2638426305045
742,-6.968700830509453
744,-114.50342970140692
746,44.89467426458211
748,-556.8076543513909
751,31.22670680738086
752,-1110.2026225366365
755,84.91760129172533
756,76.14384207195063
759,265.00356687190714
761,367.05865237046606
763,599.9383536523563
764,-229.76305483620257
765,515.4373356233942
773,-248.1327667119712
776,7.531477884329512
779,-524.270158032749
781,207.5421354240231
782,-107.96330186846652
783,441.4441236838657
785,-139.3452067413781
787,-216.18030086281442
789,55.82159567914508
790,111.8198561845206
794,165.0616647471401
796,222.11045992412573
798,-608.8182850683294
800,853.5083656238414
801,163.39625538464617
802,173.79335132908602
803,-1350.0021993255052
805,128.24180691692976
807,226.39447809655337
809,-1094.8299147336468
810,287.93506796883304
811,-433.9286394388069
812,-761.6857906441887
816,-343.7438672341005
817,-558.2009647055213
818,819.9856406464095
820,139.17640500780712
828,-62.05776121032544
829,-388.2603980988312
831,-11.440258433049653
833,-116.86904390371723
835,445.3541010141255
836,-6.020040269782495
838,319.52990817871193
839,60.02029606865031
840,-83.81519250162367
841,1145.3191023187676
842,115.17821370412673
843,315.72597985333977
847,-234.11315365493337
852,-535.3945852095127
856,702.056132170321
857,1288.9097771765767
859,-153.95545865604296
862,-970.4711795346682
864,-843.9314474742729
865,125.22327979155943
866,277.88492456942083
867,-768.9764362493504
869,-270.7810599796885
871,-422.03115576637515
874,-832.3009856306684
877,169.32423946347194
879,-344.467759607232
880,-377.0368674185115
881,616.1888436339943
883,307.2894412453884
887,179.6821560335243
888,-325.7006707230454
889,279.74448416148056
893,60.14319163448779
896,-39.99343833189255
897,-325.0289400494029
898,-31.53922018775217
903,991.1644734061565
905,-1025.9148397952767
907,-432.42066921331303
908,388.4556483763045
910,-511.21942523586307
911,658.6231234674611
912,-411.3176930565644
915,-151.37136436892743
921,-1662.367753040692
923,321.28381994274906
925,158.54949716714296
926,386.3088593732151
927,-729.0359845892469
929,-761.3875844826506
930,57.667373287538396
931,168.94090027933893
932,148.538259838514
937,120.26083015547758
940,-234.0682662859176
941,296.6544099397036
942,-234.10518860634332
944,-747.1733220553671
945,-238.67894706617002
948,-391.18992964223446
949,-256.7638268968933
952,-97.81524542108805
958,-1368.2891723460868
960,-4.890063625911285
964,1010.0147273961715
965,608.3023660956864
967,-300.4978979443818
969,280.840669964994
976,-86.84109497607027
977,1029.4395402963753
978,-234.3090245892339
979,983.31640562082
981,29.501393512586187
985,611.5690172149672
990,-65.31082083959951
994,652.3175492383896
996,-319.4166116008051
997,150.9606516147856
999,-494.5746828412956
1001,375.4473679224009
1003,-147.42960567166796
1006,377.5608091737677
1010,-119.87227922050785
1011,722.6075833511488
1017,196.4695475177064
1018,-119.48331302560263
1019,-206.98351106031774
1020,-406.52293619647503
1022,-190.32189087010738
1023,-62.10916024861136
1024,-133.0563132074194
1025,17.523996873195895
1027,-54.08273847740563
1029,-560.0651448258512
1032,-676.3737639373476
1033,142.7618929371211
1034,-164.65465259430198
1036,-560.8285089225236
1037,-729.5827602282629
1038,272.03052463515627
1041,-449.08300152977046
1042,-196.1228824977019
1044,149.00330601496125
1046,183.3258678289129
1047,-227.23246862143475
1049,790.280837129234
1051,67.29792329283582
1052,67.3087583360235
1053,-592.3138432304218
1055,346.13878546856165
1056,314.818373480505
1057,1.3727677622792598
1061,147.72183974309712
1064,216.12803137773568
1067,40.36086950412141
1068,-572.3903008797812
1070,-166.00015940754156
1071,-158.2493351110602
1073,-41.53141736930388
1074,-760.1376595788589
1075,-357.81936348507867
1078,464.0766056401156
1080,-418.9982374553754
1084,-61.90011211057731
1088,550.9768522399065
1089,-585.9709547357162
1090,-19.306367930171497
1091,-62.38818832660661
1094,-246.25300150724178
1095,-450.2468222432253
1096,-182.42267743625774
1097,-317.4029192937533
1099,-443.10890511240865
1101,-133.65725117417634
1102,-205.52072429164994
1103,113.89871402702022
1104,-452.38366495264415
1105,-265.11843161127547
1106,-378.7885511381242
1108,-215.1516499448965
1110,675.1479467657157
1113,-647.6323559734714
1114,454.8772749362523
1115,-365.71371447187767
1116,353.1110728378078
1117,132.23664221124392
1119,-488.21146932368
1123,412.65030060781515
1124,690.5189652483791
1126,356.87395498663886
1127,-454.68825471987844
1128,170.48112822608232
1129,-476.50752122892874
1130,1036.4981307097257
1132,-310.46976550333414
1134,379.20567104626997
1135,41.76381011322782
1138,-415.49348592249714
1140,11.727554299136767
1143,55.97887120212573
1144,-196.52079901169813
1146,-664.0890105731869
1149,619.1544932189574
1151,-545.0130122276854
1152,-347.6377362135482
1157,-106.38754925317635
1158,228.25150683150198
1159,199.27876469098914
1161,1139.527539634031
1162,-459.9808866784978
1163,-295.80223606576016
1164,-34.21597959489135
1168,48.010972519905806
1170,-939.9365650632848
1171,77.59312127389792
1172,428.1023766890383
1173,-156.41316440539381
1174,306.4223617520181
1175,1000.1426916639688
1176,-496.6711696891097
1178,99.83012283001837
1180,-77.89968857703249
1181,243.37320552230386
1183,155.1633445840941
1185,688.7388665734162
1186,290.0326104912347
1187,-416.2083556761799
1188,148.10827184649537
1189,738.3064514074449
1192,144.25106710122802
1196,-79.0187514954571
1197,-607.861954055032
1200,413.51675384166737
1204,402.3266954754548
1207,-413.38793170476515
1209,-691.0096076483861
1210,260.1101075912199
1211,-759.6936995591052
1212,-1315.466480087982
1213,335.6135178813937
1215,-375.4501978415461
1216,638.2458987411756
1220,639.0616020893634
1221,-255.7418775478113
1222,98.3081308477271
1224,314.77905762589586
1225,221.47503902658016
1226,-258.48397035079904
1227,-40.027946554964615
1228,-781.699234065446
1231,51.156322250363004
1233,-478.7471267229471
1235,-231.58366901966093
1236,-390.4253413905866
1237,107.98459913726131
1238,-144.9928322643503
1242,-211.19180168719083
1244,-516.7702229790215
1251,534.7663117821919
1253,-109.30291733475023
1255,202.52837719649736
1257,1106.0384085819296
1258,310.46087274822577
1260,-186.99877313795395
1261,155.95063036211297
1263,546.8980225299689
1264,-108.72192227606651
1268,-310.16969709981703
1270,-314.486483157934
1272,-134.19791951709587
1277,-39.61318262337171
1278,296.08834073540976
1281,-489.1534636486056
1283,-150.07237015068696
1288,-841.2453692769337
1289,288.88643215903863
1292,1096.8088416169119
1293,-68.23157112615826
1295,-627.0870815634414
1298,380.6303869711188
1299,-133.6778537090953
1302,-245.54446664042248
1305,236.75214294242426
1309,763.0190473691051
1313,834.8844473449763
1315,-599.7182210336833
1320,-10.500467694474192
1321,-1003.4703174519702
1322,202.00623794624107
1323,-250.76477980564607
1326,1355.7173222998113
1330,1265.118863938074
1334,-125.22424181405047
1335,728.4463782200855
1336,758.1166558383703
1337,-113.17906759014278
1338,-340.3680505342959
1340,91.4587011829864
1344,210.94552797347782
1345,106.44514578052554
1350,304.54416762498994
1351,-262.6462488473559
1356,473.40682334929164
1360,16.74904071136888
1361,-393.7018493448932
1362,321.7422724931808
1366,-1052.0166670841
1368,123.99722015640674
1370,-730.7205515907344
1371,-20.739801267356906
1373,-152.38201069031516
1374,28.451383163615123
1375,-14.158658781784588
1377,224.45310698180467
1378,-649.9228715877008
1391,-725.8345905791289
1392,435.2612212031358
1393,640.7144268797189
1395,802.994993775615
1397,-92.7012546951352
1398,-213.02989190230525
1400,-521.2741789753176
1402,143.08661568592515
1404,182.0511568683542
1405,-275.69237334193053
1406,-971.9235415463628
1407,-587.3079215315529
1411,-736.9052443425095
1412,-741.4380429416652
1413,84.86495964741448
1416,-183.17324582675693
1417,237.533771312545
1419,-44.42917273622282
1420,253.36303754904225
1421,-283.57557442139546
1422,113.01618822379746
1424,-301.39460291983005
1425,115.87276633678897
1426,297.4070752126821
1427,41.80410976988456
1429,1145.4178727535511
1430,208.99326340139731
1431,-249.3229122196389
1432,-311.71023832851137
1433,-461.08593853426925
1434,-76.4987313758677
1436,-231.79783522894962
1437,-190.7566016780927
1438,617.7681458190606
1444,-210.1821029654667
1448,-558.2385348195155
1450,-257.6311835158441
1451,-449.8062120987941
1454,576.1834817671827
1455,-655.925602384806
1456,-495.3510374444738
1457,-767.5811093933597
1461,-337.2478717617247
1464,373.9017873421763
1467,913.0900619054421
1468,378.0893862067635
1469,1000.6480856066144
1471,534.0490166625755
1474,-413.1947185931355
1476,-224.2896938057902
1477,282.0977318654668
1479,872.2653277687255
1480,-88.32851569414247
1482,892.2263420673125
1483,881.285847136464
1485,-540.7734299574795
1487,-695.0057040033892
1488,84.07731438506276
1489,-679.5143671571142
1490,893.5164249551798
1491,45.15937926340037
1497,-243.46160615334972
1498,356.4813373828005
1499,503.9449483465477
1501,-170.57979759717983
1502,-735.0843770677582
1503,-66.74506103386825
1504,635.0330277066078
1505,432.22689313988985
1506,-1570.9021262675776
1507,56.045907940977784
1509,-460.12757677320644
1510,-483.9107508998282
1512,-59.31719967285835
1513,120.88514817454887
1514,-426.7427821330173
1515,35.96934760382074
1517,-525.3029215894195
1519,594.2040447950006
1522,-711.0208442802237
1526,931.7541052559502
1532,-21.769859645553606
1533,-181.50123194189803
1534,-352.8014618205909
1536,314.1892549391475
1537,-256.2014712307979
1538,798.7400823383201
1539,-269.3241838655291
1541,102.63417625405772
1543,34.15128143075263
1545,866.3855008172624
1550,-613.9704939505933
1551,86.48192180443401
1552,82.53991006075368
1553,-340.86851975636245
1554,275.51453938061974
1556,249.08486018611973
1557,30.320232272418412
1558,-318.43139710938755
1563,855.1373541650182
1564,-187.08111269889656
1565,-621.7398598669798
1566,-23.06837353956441
1569,-146.94231813322045
1572,-986.9861797448318
1578,256.90772196513586
1580,-724.0704761679989
1582,-535.0917649734737
1583,-68.27144769592338
1586,301.26824979598996
1588,364.0873480173724
1589,271.41533546016524
1590,99.27833543062192
1592,256.1126844060422
1593,464.4000823419517
1595,1320.8052490332032
1598,713.3396007976934
1600,451.7107300927587
1602,423.42692639203864
1606,-543.5318013866779
1609,202.99495034233394
1610,-818.5015674340434
1611,79.95918689638316
1612,199.33502303299443
1614,351.3786489286331
1615,691.1386991416922
1616,606.4426643309844
1617,626.6036830771889
1618,-169.5522946894815
1620,-1026.716659755678
1621,-508.54165276927404
1623,800.8831675860961
1626,73.77424489993254
1627,136.42484307076955
1629,-566.4702007524653
1630,49.950986647016634
1632,-270.82612828793293
1634,78.45868757480184
1641,105.39405030365866
1642,-446.9462061587325
1643,884.0470143671542
1644,309.804829092676
1647,115.75303916671538
1649,-119.13914667379285
1650,761.3919944246541
1651,-753.5606737071289
1652,-481.0180536133432
1653,130.56502539338487
1654,867.9658116126915
1657,761.1093138439722
1658,-253.24178214700586
1659,206.28891986910745
1662,-89.59653510809592
1665,-18.300018440222445
1666,418.26314650323616
1669,-664.8489380659155
1670,496.85643691361736
1672,107.37722954665654
1675,-1026.6488756935735
1683,237.64503515694213
1684,-631.6490670340704
1688,32.47738452486128
1691,-388.69047575833963
1694,-95.61256170085095
1697,79.41863784828278
1698,406.4367029694718
1699,585.8468422993453
1702,124.22030060819463
1703,164.86695882839922
1705,938.7833141145137
1714,-367.64233719623024
1717,-121.19420178277065
1718,662.5978609663249
1720,-256.9853453358109
1721,-451.28495776165056
1723,444.8725204516943
1726,-166.07188624186355
1727,-361.4059063944314
1728,-743.0578570550998
1729,70.97756848773018
1730,-1022.1768969959527
1732,-415.68372189046585
1736,37.31387461310361
1738,-571.7398188549594
1739,213.71274376437046
1740,-649.5745745874924
1741,448.2025216192948
1743,281.0620006174215
1744,-88.3988480975987
1745,64.91808074789105
1746,174.89710898606077
1747,431.4573048000815
1749,341.61913485817075
1751,-604.2070257549168
1752,498.36211751955375
1754,403.7650357055037
1755,646.5711695284546
1756,942.5428946813404
1758,611.8616587085096
1760,207.5562343232089
1765,177.60909399376848
1767,383.44029990058795
1769,1115.1388865435354
1770,-626.3658377708188
1773,519.1518775422306
1774,-396.33535551787855
1775,-36.904703863940156
1777,623.4074561153093
1778,-438.33007831441785
1779,-119.21778923616984
1780,671.8626057634996
1782,564.5312702808086
1783,-110.4854106934099
1784,-320.95839158962474
1786,680.1334408751229
1787,-772.1292472915881
1788,777.9771815785883
1789,-304.178367176507
1793,-165.2806698934738
1800,-222.8001357098155
1803,341.4976698228477
1807,-324.7841119973251
1808,-494.2912314122801
1812,-259.64448842884417
1813,-129.0124669969778
1814,-403.5433562217402
1815,62.296175303441956
1818,-377.31183073193705
1820,614.8633644244062
1822,-560.6616718539221
1829,6.645440680597911
1830,-325.0932001062824
1831,-750.2080583726862
1832,379.09368853465224
1833,-74.25045076520006
1835,-5.74494264674297
1836,509.13889297198955
1837,137.01211206846875
1839,148.77554045462404
1840,210.27620874335233
1842,-65.21144989657334
1844,-8.875097514272317
1846,22.585315582172466
1849,-30.900210963984776
1850,466.9848656673505
1859,728.8727442552774
1860,571.8336554213081
1861,-803.0268833369365
1862,-212.50362460975722
1864,-644.1654721344788
1867,363.4868690063189
1869,-317.49458644995246
1870,-481.8800071335643
1871,-231.6673945226497
1872,175.27478352251487
1873,434.5834112630931
1874,-798.0575571283099
1876,155.33770662791298
1877,378.3903112114552
1878,-138.89895108198996
1880,-21.48963244859294
1881,316.59926576059195
1885,-277.8110240585325
1886,274.0546613539496
1888,106.70519502127635
1891,224.21660782290775
1892,-1120.1001206827962
1893,-632.8569935915285
1894,-19.90597728605195
1896,-265.37034511913834
1897,-806.684242099379
1898,-1201.7021489672354
1900,-101.48070564803075
1902,-1106.7109131464613
1903,773.300183887543
1904,311.9819798957452
1905,-874.3910019658841
1907,-988.5617044513738
1909,-685.6825107954237
1910,-334.18281007217666
1912,-657.9428760179792
1915,-746.3705937096504
1918,551.5053503976266
1919,439.27164568084646
1921,464.6892190433185
1923,-127.04714135948086
1924,277.1877344978178
1926,154.7181170520804
1928,270.0615614130707
1929,220.02067552623004
1932,-47.492390502100164
1934,-555.560142322295
1935,505.43563365883324
1936,-198.1131504902622
1937,109.97259414250635
1938,-744.3500143541637
1941,291.1685091954124
1942,-502.58644636344
1943,566.7878482098664
1945,-68.2301972503682
1946,-242.39709746259328
1952,273.1685481110333
1954,1048.1819955434926
1957,-1319.2520563619114
1961,-400.8509650684182
1962,-164.91162441279204
1964,-404.9102680212556
1965,74.5345352541653
1966,36.82372859850939
1967,618.0986338452867
1971,-44.87244311058889
1972,151.30237294198614
1973,-794.6284713865412
1974,343.76521093199153
1978,252.848574025819
1983,-211.224008157989
1988,374.89300272321293
1991,255.45560928324454
1992,570.95294447921
1995,39.20966710109454
2002,732.4303613014534
2004,69.89688036872967
2005,-544.5490658063148
2011,473.32378350545963
2014,768.6148644847739
2015,-340.89955791690437
2016,162.22108866443438
2018,-110.40846607542544
2019,95.79292681632693
2021,104.49740723793568
2022,-340.90898192174296
2023,-420.5171275759316
2024,-525.1308809662362
2025,372.5837469060563
2028,-137.69089523231102
2029,646.1137597559238
2031,500.15867072796857
2034,677.2963131063752
2036,520.2384654506171
2042,415.3749537929288
2045,-121.28812867292108
2052,-347.3430096836911
2053,-408.89450576855666
2057,57.525360572616776
2059,139.42061361110638
2063,-527.3260817008871
2066,425.7922608953135
2067,-452.4544513163237
2069,-296.888081316061
2072,254.37406301535907
2073,214.81271030265552
2077,151.67398573297126
2078,85.44727952203262
2080,26.615530601617134
2083,-586.2279950490529
2085,-167.8598375254338
2086,-21.90185602439543
2088,-482.9193449234555
2091,-998.2564941339293
2092,613.1579579440255
2093,-192.44683117891284
2094,-747.1111221441676
2095,-41.19274954873062
2096,196.55017474943165
2097,-19.409493046455605
2098,269.19469293462004
2099,-103.69522518755544
2100,693.7879446761291
2101,395.99957698571086
2103,256.97005358721685
2104,344.5833463182975
2107,304.65837538021736
2110,84.82652191300541
2111,-1979.254805677377
2114,231.21602046929092
2115,-84.05495536627765
2117,193.19495010115372
2118,810.5841673379512
2119,-112.08813712861969
2121,333.42918534603126
2123,-401.39937794926675
2124,256.888067609882
2127,594.9335858879123
2131,140.01036001734607
2133,-747.7288895102804
2135,4.9480685692250255
2138,-1002.8942433019216
2142,110.55931038243165
2144,-112.09285639064514
2145,-196.46877366849748
2146,353.5261222826382
2153,559.2886054229344
2154,-618.6926318795696
2155,-623.0318522001209
2157,-701.0136947972862
2159,1100.7316091995715
2164,652.4938144276374
2167,286.6408750843059
2168,68.52801991411991
2170,579.2402270978437
2171,-639.2555252323855
2172,-121.90312746816315
2173,589.3507787876572
2174,-594.5469955468504
2177,716.4569462481181
2178,-222.20227854190804
2179,-615.7395151737359
2181,86.83404192731717
2182,-713.9965709220719
2183,622.1809751275614
2184,601.1590541033648
2186,118.950157570366
2187,-657.8684930718679
2189,131.18422285889974
2191,207.52701233237968
2194,392.80584535022786
2195,832.7770071392164
2197,-650.8643269201048
2201,-254.93677569947755
2207,-173.1877443020943
2208,-244.86962733619367
2210,67.82090522547674
2211,806.9263535197122
2213,77.13764600819098
2215,-501.25508714124766
2217,-104.46562393660155
2218,-92.68138457929744
2220,453.0971512091822
2221,-138.9666949849561
2222,84.23168527517419
2223,-1234.5227663194348
2225,-658.1756353945854
2226,857.7686029712058
2227,-780.9761930274992
2228,206.78202857369465
2229,-616.9479358402206
2230,558.2578936903493
2231,234.9999327498041
2232,1219.6257113522702
2233,725.5084794675909
2236,-1104.8915174099918
2238,114.40586032121189
2240,-736.8588161694788
2242,602.2645313244537
2244,1197.0066322097507
2245,-93.63507228084514
2249,-242.7452953338326
2250,-274.4579053689731
2251,-280.87732660878015
2252,-653.9246171514296
2254,173.335623637401
2256,-50.672357544490794
2258,278.6393517295159
2259,-203.0836102287448
2264,-23.67809363251189
2266,206.4586731794952
2267,33.277668304817425
2268,147.38189742681823
2269,-526.6240326403503
2274,71.5007503885862
2275,-65.3756746590882
2276,-202.57891667889982
2277,-366.16254705464837
2280,-331.6003513657902
2281,-39.5424899285544
2282,-11.587612200270794
2283,548.9728923898195
2284,635.6937640155461
2285,203.50624234689624
2287,889.7893017813968
2288,205.13820420692383
2290,219.60745604271682
2292,253.94426824197052
2295,314.88167126267587
2297,-2.7710695723533902
2298,-149.79588339195564
2299,61.81968668038468
2301,-192.47444932535294
2302,-602.8022132183197
2303,-542.179176814965
2304,-199.3534517907326
2305,-9.258608548134509
2307,200.22734333518292
2309,-139.238621702911
2311,-521.5601102593935
2312,94.62843070786822
2313,-660.0914868653581
2314,318.8695560404029
2316,-162.95582407307262
2317,83.61040545884318
2318,-443.05264520523826
2319,-1014.7895270428553
2320,-52.02747703654055
2321,93.53324101401695
2323,637.1346132074211
2325,-224.48919043622112
2328,170.1005459291634
2329,-242.70855176200672
2330,-954.7308568997471
2331,1002.1871608524647
2333,254.6875956103786
2337,54.15676983705981
2339,-212.33479653681394
2341,167.5050975303324
2342,-148.2989614923071
2344,-732.3402231943529
2346,-109.94651988732872
2347,292.5356568139182
2348,-5.440618073557289
2351,582.377881429972
2354,-42.2749579347505
2357,195.39402101464478
2361,-654.1061072812728
2364,384.9376152934549
2366,140.11050746418599
2367,-744.6103087210801
2369,905.2695954825094
2370,-5.9773752510532425
2372,-1163.5335030422852
2373,376.9490116246146
2374,205.79937949660206
2377,-84.18686621522019
2378,-236.34358447637746
2379,-488.40773385102443
2380,-812.9439895560809
2384,755.7368831322034
2387,1050.98468832913
2388,164.42138485083402
2389,-500.40638468016044
2395,-305.4228002629361
2398,-1008.1286227358605
2399,447.5810508657642
2402,236.45951681238682
2404,-382.97989294033033
2405,-49.921625772254856
2406,-568.567556205973
2407,-558.5429228008915
2409,10.626471879291781
2413,338.25892071665135
2414,-83.27290823719217
2416,-381.2176024000717
2417,625.747974416619
2418,105.93113479473125
2420,-337.8160691236054
2422,-78.80441860032073
2423,-95.05871358226244
2426,779.5649741125699
2432,-328.94161429454704
2436,631.7532342800401
2437,1139.582910652365
2438,-460.0868190443559
2439,-427.9831269159752
2440,-567.5376885180309
2441,-173.91777763932186
2445,167.38019295326598
2447,120.28009792361681
2450,158.1663563094585
2451,170.996708254236
2456,790.888517292908
